Key,Probability
0xd8ef57a09ea8c04c,0.00170898
0x240774a8a3e89dac,0.0020752
0xb9d237a5096d7ff7,0.00189209
0x85a3316bf0cb049e,0
0x362e2f6a82c1e077,0
0x108326a9f80861ce,0
0x70d32a4913f4507f,0.00201416
0xfc3a79e2ca51b50a,0
0xf5d9e35e56cada0b,0.00177002
0xb421127263358011,0
0xb2bcf4ce8e8c236a,0.00238037
0xa0a227a5e8bc7840,0
0x5273418f97023479,0.00183105
0x875ed0589aec8421,0.00170898
0x1242d81881a79b2b,0.00195312
0x8718287dadd09a42,0
0xe4d512f35f5d9515,0
0xfb6cd22300839de7,0
0x147449a290d90767,0.00213623
0x608f1427b3617973,0.00158691
0x4e06c0e3d86186ef,0
0x313236d7b6436ce1,0
0x4e221602ca5a466a,0.00177002
0xb9327a2b0761f2a6,0.0020752
0xe10ac728eeff5418,0
0xd0affd3f44ca3ddb,0
0x1c1783580fc94949,0.0020752
0xf85c742259e10a7e,0
0xab0cf9348b9c2145,0.0020752
0x5cd7686fe6733fc3,0.00152588
0x4149a38d154fd2dd,0.00183105
0x7800b425535927e6,0.0022583
0x1c4b0124300db359,0.00183105
0xbad5c5b6cede303b,0.00183105
0x5837268696668ed9,0.00183105
0x637ef10447de52d2,0
0x43834dc50d17fe8d,0.00256348
0xe1cceea14a47f12a,0
0xd593cc51a57441f3,0
0xebfd8911cf89b032,0.0020752
0x38ca85df7ca2bce9,0.00292969
0xe299fb9279b9b24b,0.00183105
0x8fef68c1d174725c,0
0x366bb27f3501feaf,0.00244141
0x4a26f602a57fcbde,0
0x7da908718ce27d71,0.0020752
0xdcbe7815c8927ec,0.00201416
0xda35fe1c460baddf,0.00152588
0xcbf61ad6ca74d51a,0.00231934
0xcf40bb5894ffef0e,0.00189209
0x5dd56ca720d8c520,0
0x9c496be85690b59c,0.00231934
0x3e6e4291e9aa1024,0.00213623
0x2ba5059b75fd57f8,0.00195312
0x16aee7b82e4e7b14,0.00201416
0xfcaab0711ad097eb,0.00219727
0x765dc256ae18da4b,0.00244141
0x7ac8a7d4c70670a6,0
0xda69fb65916dbb45,0.00213623
0x91414344ee2f2e6e,0.00213623
0xd0a91f9cd83d1964,0.00170898
0xaec1572a438714ac,0
0x5685a7fc9527d555,0.00250244
0xaf39ff0231821c0f,0.00213623
0xe603b97d86fa56bd,0.00152588
0x4fe87b3a569eaecc,0.00164795
0xdfe6e188eac54de9,0.00170898
0xa5754cd9daea9c9f,0.00170898
0xe27109def92942d9,0.0022583
0x325e84f016db22a,0.00231934
0x295c91e623049614,0.00238037
0xec5b380b1f7f740c,0
0xa32271c7a43a306f,0.00170898
0xd80c00302c468dce,0
0x94c4a349579594d7,0
0x68e3dc280f0b404,0.00183105
0xcc71755f74fec66b,0.00189209
0xb4434b0a24a982b9,0.00219727
0xb4a85a197d3a6fc7,0.00195312
0x67a3b0b40811d1f3,0.00213623
0x1aafb75927a4e0ad,0.00250244
0xf831f49837541365,0
0xa83ff7db0652fa25,0
0x4413f2c8177f35db,0.00299072
0x2abe243d03b2602c,0
0x533d77fe719e4805,0.00244141
0xc7472a0c6cf87750,0.00219727
0x9c1bc173a436a764,0.00146484
0x18a8de5d92af7a32,0.00183105
0x69a3a0b677411f58,0.00213623
0x4a35c80e73ba0713,0.00201416
0x1e501c18cb54b24a,0.00195312
0x3b721b80c7f02e81,0.00201416
0x356d645ca807ac1e,0
0x2b6e1179cd1fab7e,0.00250244
0xc5e849c54e705d73,0
0x1bcf1ae9e74baaed,0.00213623
0x377a5dac3569eb54,0
0x52229701bc4f800,0.00244141
0x4e74ff5072cddfaa,0
0x510859bb594ab77d,0.00219727
0xb27d5f805670c5e4,0
0x42271aa62eba3766,0
0xd79e71f759087170,0.00262451
0xd3ef2c7e55bc46fb,0.00170898
0xffaa1cf1f91e6ffc,0.00146484
0x4abbd8bae07a826c,0.00213623
0x96b30b6af851ddcc,0.00152588
0xbbba6c41291cd684,0.00201416
0x63bb438afa145e58,0.00164795
0xdab9d88be2f0a5ba,0.00219727
0xd616caa2fcf82311,0
0xb2a2157c5ca66f8b,0
0x6478355eb23fbdf,0.0020752
0xa7bcd6e8b161e4a9,0.00256348
0x59178334be6f2004,0.00146484
0xb152b8713f45e6ae,0
0xb2f9e00aeb09a8c0,0.00195312
0x6e74ae60d473c32,0
0x76374158ab4056ad,0.00213623
0xbb670ed88a9c93a6,0.00158691
0x76ba0aa6565e9e6e,0.00219727
0xb66867af4e0ee554,0.00183105
0x9ebf6f6381842312,0.00201416
0xa8a76678dec2c36c,0
0xe83111c013351d1f,0.00238037
0xc7388f054e3739f6,0.00219727
0x5cbd93ebf7e8bd81,0.00164795
0x7ae4943792eb27d9,0.0020752
0x7059e37d42e068bb,0
0x9c6cfc6cd39f8fb4,0.00140381
0x1f4e03da42bd718a,0.00177002
0xb5901bcf899e44d4,0
0xf2131ca42f2f8a6e,0
0x8cd5894dae2f7894,0.00231934
0x4870b9e02bb34f5b,0.00219727
0xf2f4c04c191a20b9,0.00238037
0x4bfc33505375ebb5,0.00183105
0x873c94956ebba484,0
0x780a0b1fbb4e3281,0
0xd3684e7adfc94f47,0.00292969
0xa17ebbfd20a8f046,0
0xefd559717f08a580,0
0xaa0fe0a35e9cc65f,0.00183105
0x85fd3bff7750e656,0.0012207
0x37ec50a8c14ea046,0
0xd6a44e0e343e3621,0
0xbd4d3f7eded8e726,0.00219727
0x548d821c6c1766c0,0.00170898
0x6e323a6eedf1b5fa,0
0x5b06a4856625e01,0.00146484
0x803972a4e003ab6e,0.00256348
0x1b27438d01ddea4c,0.00274658
0x598b4f4d6f37220,0
0x90af9aee60719ae7,0
0x679ce9b6218fa085,0
0xeb75ee6f4d7b1d99,0
0x713badce103a839,0.00195312
0xcd69d564b729ae9b,0
0x262ebe967d25b0e4,0
0x71e1c9715a7fad32,0.00244141
0x3e45b7e4719cf509,0
0x9427bc670d98c9aa,0.00213623
0x201bab7e76eb7a8b,0.00213623
0x97bee828c2fb5028,0.00164795
0xd369ac83044f8b3,0.0020752
0xa926e365e07a40d2,0
0x4c5f9a5588167f33,0.00177002
0x347ce44e280e876b,0
0x77a4fc813bfeb143,0
0x919de8e5ce781931,0.00164795
0xdd0185b2c698468b,0.00189209
0x5a4581637b615b05,0.00158691
0xae1100f0f90b905,0.00238037
0xecf94ad62f1e45c9,0.00164795
0x2fdf8d3445b7cdca,0.00195312
0xe4787c27cd2d291b,0.00177002
0xd145a416510079ae,0
0xe9a93a7a4804a52e,0.0020752
0x49dc0b57534ed2aa,0
0xa7898f5489a9a633,0.00189209
0xd7edf3c8b14ca957,0
0xa5760edd6b1a00ec,0.00170898
0x12c5d6558626180b,0.00201416
0xc15359d7da82faba,0.00299072
0x79f16b7a789d878a,0.00195312
0x6dd2547b368913ab,0
0x45b60d01d06a9bd8,0.00280762
0x6bf2338728442b3d,0
0x788d515fe7bf8bcc,0
0x9cb326b10454cbc5,0
0x21b24b202685344c,0.00177002
0xd54e1ae9a4d40772,0.0020752
0x1704a0f28582234a,0
0xb98828cf2abff0b7,0.00268555
0xcdf56e8b9cf53fca,0
0xc9245e09ba1bf335,0
0x5753f4155c6d6edd,0.00238037
0x1220486d29effccd,0.00170898
0x8e1fabeeaf3cccfa,0
0x23476e06ae813f3c,0.00152588
0x8685b094e6cfd9ee,0.00189209
0xf4aed2e255f48f81,0
0xf3f68fe793b04931,0.0022583
0x86b8c004940379c0,0.00189209
0x763539f44b57a914,0.00201416
0x31f7818c06cb11d5,0
0xe6863dd6e6230cc5,0
0x1649a5b1f54b95c6,0
0xb738fb9034e80a5,0.00213623
0xeeb8acbb68d1c736,0.00189209
0x91f57b81dfe1e4b4,0
0xaeaccc8d5d7ac877,0
0xf4f764eca5b2da7c,0
0x5013aa0405fd3fc9,0
0xc963e98d9592b8a7,0.00238037
0xfa29876c827ed304,0.00152588
0x12aed405210e43dc,0
0x811406ab8589c131,0
0xd1232b6427cc3a10,0
0x8feae8de7f7de97e,0.00183105
0x35c719307e86938a,0
0xba8a0b8b1d936130,0
0x85dc4d968425ad48,0
0x68217c8e9440f32e,0.00152588
0x945b0b9c9ba31047,0.00183105
0x46a120000675e13c,0
0x4d79aac6ade40a65,0
0xd08efcbcd3abca2b,0
0x343479ffc04dda7c,0.0020752
0xfdad04b68ccbef89,0.00256348
0xd7120762d98a47be,0.00140381
0xb6277409cd8bb4f9,0.00183105
0xc3f079ccd731cb8a,0
0x97c55f758b190943,0.00164795
0xd30714d161eb25c0,0
0x5213939a03016b43,0.0012207
0xc493c957c536b66a,0.00231934
0xa66c5609dc8d6de9,0.00195312
0x5e26c04b55cf4cf9,0.00213623
0x29bc778725d2727d,0
0xa69e60a9285900d0,0
0xa814f65bc8f97b90,0.00213623
0xa4881b3cb50ddd7c,0
0xeae211c8488923f3,0.00201416
0x7ed48d676576161,0
0x5373968110906c22,0.0020752
0xf7be63451d74834b,0.00152588
0xdd00f2fcabcaba29,0
0x6f63ef0fff117510,0
0x189921d1dd4724df,0.0022583
0x3c692edb349a100d,0
0xf0ea02f3d851bbb4,0
0xc3b36678c93b047a,0
0xdbcfd5a80e6f75d9,0
0x878cd237ac0dc438,0
0x58aa7284facf56f3,0
0x8f5d0f2851322da4,0.00177002
0x7ebe5119c09b40cb,0.00195312
0x677cab7e6588131e,0.00213623
0xad85546940799bb2,0
0x9284018f450704d1,0
0xe50b77e622d96f40,0.00183105
0xf23913e6b428664e,0.00219727
0x74d5c561e569633f,0.00183105
0x90055333c0e6d132,0
0xf07459b3ba51860b,0.00177002
0xcc623aecc5ac86bb,0.00250244
0x8aafffccc03694b8,0.00195312
0x3ce54811d58ea72,0.00177002
0x2a060932f7dce26e,0.00286865
0x4badaecd833ccd95,0.00170898
0xa5ed0f9c9633f864,0
0x58b89ef250b2407d,0.00183105
0x4a95e3da59f4a108,0.00219727
0xb1a6d71309059a97,0.0022583
0x3efa52ef6f582d82,0.00244141
0x2646498c2a75800a,0
0x5e7ef66bc8ef094e,0.00189209
0x97c0ae03dbf9b7f6,0.00256348
0x4503740e2d50e800,0
0x792e0a4e821a459a,0.00195312
0x26e6452bd33218a5,0.00231934
0x9a2c2f8e744655da,0.00189209
0x536eaad3306db7bd,0.00164795
0xb48adadf3eb35d49,0
0x3df8c7c52cd18927,0.00219727
0xca38ee5f7382c4bc,0
0x450ebca181a1993d,0.00164795
0xa0a625739e8845db,0.00177002
0x970de3ef0efbaa2c,0.00158691
0x85c17f09902d4e41,0
0x7e84a9e96f52ed33,0
0xd1675cbddd3ad9e0,0.00177002
0xfe6e82cf49d86557,0.00250244
0x804d43f28d7a8b9c,0
0xa294574aeed06b06,0.00183105
0xbb9a137e9d6a331f,0
0xfd6b29d8d84f41c9,0.00238037
0x1a175acc0b6f7b1b,0
0xb3b2dc0f94debce8,0
0x4da0ca423e16b9fc,0.00128174
0x1fd7f51a44b2cc01,0.00158691
0x4cc0316c80bab085,0.00195312
0xd6f9995e461af516,0.00183105
0xcbad6b3a2a45b653,0.00238037
0x2821b105a475645a,0.00219727
0xe5f92b746cb1ad22,0
0x5a6f274f2b165752,0.00250244
0x82ce237ffb5c23dd,0.0012207
0x644d0f4108ed1e7c,0
0x3249c1ec8593cc62,0
0x96700d44d6e6cb37,0
0xe7fa984ec213debb,0.0022583
0x7c6638e7e8e43179,0.00177002
0x7d6987256dc7343c,0
0xc71fdf39862499b5,0.00183105
0xbd75a6a9ddd3fdd5,0
0x962e783287bf27ce,0
0xe6deca14af7e6a7f,0.00213623
0x4cbb338f66c5bbef,0.00140381
0x64aa40770d683817,0
0x5ec3038411711b10,0
0x27eae95da391a77c,0
0xd348de2908c308dd,0
0x7137736dcf85233a,0.0012207
0xef033e98b074c7b0,0.00189209
0xbc9a8eb0fa08f9e9,0
0x18a18ac55b4d1c40,0.0022583
0x455f19c0406f00d,0
0x14239c1ca2f375af,0
0xde75e5c5df3c7849,0.0012207
0x1150fc6b5bd63b8d,0.00256348
0xd0cc0af6d2ebf358,0
0xe417061b6238c203,0.00201416
0x5b6a9d844acfb171,0.0020752
0xe9a3eb55512df250,0.0020752
0x79a47e79d02d8ef4,0.00128174
0xec6d529658cfc942,0.00177002
0xafb698f2ba849ee6,0.0022583
0x68f8cf392197c0e9,0
0xcf021aabcf734dde,0
0x635c2d8db51b4bb8,0.0020752
0xa5e3d1a77738f5a,0.00183105
0xe18a2b50591485b3,0
0x86fefd848ef0abb9,0.00201416
0x66dcbd8c86a3e9d9,0.00213623
0x25b82b718c8062ca,0.00201416
0xbfdbb5e8e96d71f,0.00177002
0x48753369879946ed,0.00262451
0x92922c729a17bff,0
0x264102f56190a84a,0.00262451
0x77d4930b3ac0867,0.00128174
0xd94e30f06470bffe,0
0x53954838a64aeb3c,0
0xf67f684a83ce8834,0
0xb1640c755390a4d0,0.00201416
0xb952171b9bdb6efe,0.00183105
0x7a7310eee9e0387a,0.0020752
0x81cbe4c6f76a6e3e,0.00152588
0xe3b5c68d405b25c6,0.00250244
0x5586ccca666d22d3,0
0xc4199a0ae86d6c77,0.00164795
0xfa9b863a77f089a8,0.00189209
0x50fc7766c2352ac4,0.00219727
0x112f6c3a66a86175,0.0020752
0x64c11afb9a8260de,0
0x198ad10ac812451,0
0x6f47248683b706b8,0.00250244
0xfbdc45b278c13298,0.00115967
0x18486be1e108c4b1,0
0x7db38708ec1474ce,0.00158691
0x325276f37f74e077,0.00146484
0xb7d1a5989a6fac70,0
0xa7a42e52e774221e,0.00146484
0x7c2a326327eb5249,0.00238037
0x67ffc48b88c2d7dc,0.00170898
0x33a9f554c9e41027,0.0022583
0xd2607689f1e5e72b,0
0xcbba9989b09070d5,0.00231934
0xe7ff1b2e193d7a4a,0.00213623
0xd5095f8fe31a242e,0.00231934
0xd12dedff7bf7f18f,0.00213623
0xb4b97d9ec510b77f,0.00219727
0x2386c29c11d330ef,0
0x7a2cb475065ed355,0
0x2b047619fcd11dd6,0
0xf34d1230c0c67ded,0.00256348
0x3cde752c5faa7bdd,0.00201416
0x68e329a9b8fb5ad0,0.00250244
0xfb9e7862af1654f0,0.00231934
0x5289fb9d734acfa4,0.00128174
0xa275f8c1b8002043,0.00140381
0x6d2e560c52227397,0.00189209
0x4cf07a10aa466ef2,0.00201416
0x12b526d148250cd5,0.00146484
0xb4b6a078a0583f1a,0.00201416
0x8acbfbf105d5a4e1,0
0x55952b983b022ebf,0
0x87fcd2a73315800d,0.0020752
0x21b3f759e8db8b49,0
0x3f51306042b8bf05,0
0x22af187cb3a8e59b,0.00231934
0x2662ce4e11eb4ee,0
